0,UNK
1,the
2,","
3,.
4,of
5,and
6,in
7,to
8,a
9,is
10,as
11,was
12,)
13,(
14,by
15,for
16,that
17,with
18,on
19,'s
20,''
21,from
22,``
23,are
24,it
25,his
26,at
27,which
28,an
29,or
30,be
31,were
32,this
33,he
34,have
35,has
36,not
37,also
38,had
39,its
40,but
41,their
42,other
43,one
44,;
45,been
46,most
47,:
48,city
49,first
50,more
51,such
52,they
53,some
54,many
55,after
56,all
57,can
58,who
59,into
60,these
61,new
62,than
63,there
64,two
65,when
66,during
67,only
68,would
69,used
70,world
71,time
72,however
73,may
74,between
75,over
76,war
77,state
78,years
79,%
80,known
81,while
82,'
83,about
84,government
85,states
86,her
87,people
88,later
89,both
90,no
91,united
92,century
93,became
94,including
95,called
96,made
97,through
98,well
99,under
100,use
101,several
102,being
103,since
104,up
105,often
106,number
107,them
108,part
109,where
110,system
111,early
112,although
113,out
114,area
115,so
116,then
117,three
118,because
119,national
120,large
121,major
122,if
123,population
124,could
125,any
126,music
127,i
128,each
129,before
130,south
131,country
132,work
133,much
134,she
135,north
136,will
137,him
138,until
139,year
140,american
141,against
142,include
143,british
144,high
145,form
146,around
147,found
148,french
149,even
150,second
151,like
152,within
153,life
154,great
155,same
156,name
157,those
158,now
159,very
160,river
161,among
162,power
163,international
164,modern
165,did
166,important
167,east
168,still
169,small
170,began
171,largest
172,political
173,what
174,another
175,due
176,example
177,public
178,general
179,common
180,different
181,army
182,led
183,following
184,own
185,military
186,end
187,period
188,u.s.
189,west
190,group
191,university
192,see
193,home
194,language
195,million
196,though
197,president
198,along
199,german
200,long
201,water
202,four
203,history
204,considered
205,according
206,forces
207,based
208,do
209,house
210,few
211,popular
212,become
213,central
214,areas
215,main
216,western
217,island
218,english
219,region
220,human
221,death
222,film
223,set
224,law
225,countries
226,king
227,members
228,times
229,de
230,without
231,development
232,order
233,¡X
234,school
235,usually
236,day
237,john
238,various
239,local
240,church
241,battle
242,using
243,point
244,$
245,way
246,union
247,¡¦
248,european
249,late
250,economic
251,soviet
252,last
253,theory
254,place
255,less
256,capital
257,said
258,europe
259,ii
260,took
261,control
262,located
263,land
264,party
265,cities
266,thus
267,given
268,family
269,force
270,back
271,air
272,developed
273,age
274,similar
275,species
276,make
277,support
278,near
279,down
280,1
281,old
282,further
283,others
284,company
285,left
286,groups
287,five
288,especially
289,generally
290,2006
291,published
292,series
293,art
294,africa
295,result
296,book
297,held
298,sometimes
299,social
300,named
301,just
302,center
303,s
304,park
305,african
306,court
307,established
308,throughout
309,-
310,today
311,almost
312,term
313,sea
314,france
315,northern
316,china
317,game
318,us
319,roman
320,should
321,2007
322,rather
323,role
324,trade
325,production
326,every
327,addition
328,came
329,germany
330,per
331,seen
332,single
333,does
334,education
335,written
336,men
337,built
338,third
339,continued
340,wrote
341,line
342,chinese
343,included
344,final
345,march
346,republic
347,islands
348,southern
349,rights
350,lake
351,having
352,service
353,open
354,works
355,kingdom
356,best
357,we
358,off
359,free
360,light
361,significant
362,former
363,culture
364,original
365,once
366,little
367,parts
368,society
369,either
370,produced
371,must
372,america
373,far
374,possible
375,play
376,total
377,research
378,eastern
379,january
380,2005
381,body
382,october
383,process
384,movement
385,natural
386,word
387,children
388,right
389,never
390,town
391,official
392,empire
393,aircraft
394,september
395,league
396,take
397,upon
398,next
399,despite
400,act
401,field
402,current
403,study
404,black
405,systems
406,case
407,council
408,again
409,thought
410,won
411,2
412,god
413,least
414,greek
415,position
416,william
417,earth
418,languages
419,recent
420,how
421,created
422,august
423,forms
424,december
425,himself
426,itself
427,across
428,civil
429,died
430,making
431,november
432,range
433,july
434,played
435,traditional
436,side
437,terms
438,man
439,religious
440,russian
441,latin
442,ancient
443,formed
444,level
445,women
446,10
447,territory
448,particularly
449,team
450,economy
451,lost
452,influence
453,schools
454,days
455,]
456,means
457,low
458,energy
459,foreign
460,building
461,eventually
462,[
463,father
464,spanish
465,india
466,information
467,described
468,april
469,living
470,san
471,remained
472,writing
473,together
474,certain
475,centre
476,middle
477,show
478,numbers
479,famous
480,june
481,evidence
482,growth
483,higher
484,style
485,parliament
486,instead
487,six
488,space
489,fact
490,you
491,particular
492,member
493,nations
494,york
495,above
496,young
497,food
498,followed
499,majority
500,airport
501,individual
502,white
503,received
504,community
505,meaning
506,themselves
507,able
508,words
509,complex
510,view
511,troops
512,album
513,change
514,referred
515,independence
516,present
517,cause
518,half
519,average
520,larger
521,district
522,science
523,mass
524,red
525,increased
526,attack
527,february
528,band
529,cultural
530,believed
531,moved
532,japanese
533,rate
534,head
535,our
536,outside
537,private
538,taken
539,whose
540,type
541,top
542,increase
543,leading
544,person
545,nation
546,released
547,street
548,caused
549,england
550,good
551,strong
552,stage
553,lower
554,¡V
555,source
556,short
557,allowed
558,soon
559,record
560,available
561,office
562,rule
563,live
564,canada
565,class
566,structure
567,coast
568,bc
569,km
570,effect
571,beginning
572,nature
573,close
574,remains
575,20
576,royal
577,material
578,museum
579,ford
580,born
581,song
582,title
583,size
584,brought
585,mostly
586,success
587,disease
588,constitution
589,might
590,m
591,highest
592,includes
593,approximately
594,=
595,currently
596,special
597,david
598,numerous
599,2004
600,independent
601,minister
602,months
603,come
604,saw
605,nearly
606,cases
607,data
608,construction
609,started
610,too
611,associated
612,provide
613,whether
614,status
615,books
616,greater
617,earlier
618,surface
619,gave
620,¡§
621,5
622,television
623,sent
624,design
625,health
626,standard
627,...
628,problems
629,russia
630,native
631,industry
632,events
633,services
634,3
635,&
636,¡¨
637,4
638,elected
639,program
640,required
641,australia
642,served
643,recorded
644,radio
645,went
646,away
647,son
648,gas
649,action
650,full
651,elements
652,largely
653,widely
654,returned
655,regions
656,founded
657,front
658,relatively
659,square
660,george
661,smaller
662,stars
663,always
664,character
665,fire
666,20th
667,therefore
668,changes
669,lines
670,model
671,help
672,provided
673,successful
674,15
675,discovered
676,primary
677,estimated
678,introduced
679,project
680,port
681,revolution
682,london
683,commonly
684,finally
685,grand
686,catholic
687,related
688,features
689,lead
690,nuclear
691,below
692,divided
693,spain
694,era
695,percent
696,ocean
697,policy
698,congress
699,limited
700,cell
701,philosophy
702,federal
703,working
704,games
705,commercial
706,enough
707,charles
708,produce
709,physical
710,st.
711,types
712,conditions
713,miles
714,county
715,run
716,indian
717,30
718,names
719,buildings
720,idea
721,future
722,classical
723,primarily
724,objects
725,originally
726,pacific
727,towards
728,legal
729,business
730,literature
731,animals
732,climate
733,put
734,variety
735,directly
736,ever
737,contains
738,rest
739,!
740,entire
741,mother
742,typically
743,sun
744,rock
745,player
746,britain
747,killed
748,yet
749,summer
750,n't
751,designed
752,base
753,characters
754,subject
755,night
756,college
757,already
758,gold
759,james
760,real
761,reported
762,heavy
763,speed
764,sound
765,studies
766,my
767,longer
768,whole
769,practice
770,interest
771,reached
772,urban
773,ground
774,scientific
775,100
776,seven
777,ten
778,paul
779,dutch
780,personal
781,hand
782,19th
783,recently
784,peace
785,temperature
786,version
787,return
788,wide
789,better
790,laws
791,ships
792,market
793,past
794,province
795,proposed
796,pressure
797,attempt
798,site
799,replaced
800,direct
801,separate
802,need
803,performance
804,amount
805,hit
806,mainly
807,moscow
808,star
809,bill
810,6
811,claimed
812,met
813,christian
814,season
815,cells
816,japan
817,appeared
818,forced
819,billion
820,marine
821,story
822,complete
823,songs
824,border
825,students
826,2003
827,levels
828,passed
829,career
830,bank
831,whom
832,italian
833,highly
834,likely
835,oil
836,historical
837,move
838,henry
839,evolution
840,quickly
841,technology
842,behind
843,sources
844,individuals
845,collection
846,portuguese
847,treaty
848,effects
849,previous
850,hitler
851,centuries
852,involved
853,value
854,blood
855,performed
856,italy
857,association
858,division
859,perhaps
860,asia
861,simply
862,navy
863,chief
864,ideas
865,stated
866,turn
867,argued
868,road
869,theatre
870,leader
871,increasing
872,polish
873,event
874,football
875,transport
876,smith
877,list
878,tradition
879,canadian
880,active
881,companies
882,peter
883,specific
884,2000
885,key
886,rise
887,12
888,lord
889,conflict
890,money
891,influenced
892,library
893,station
894,plan
895,results
896,election
897,religion
898,treatment
899,lack
900,remain
901,2002
902,prime
903,noted
904,location
905,probably
906,tropical
907,notable
908,experience
909,matter
910,prominent
911,canal
912,mountains
913,corps
914,find
915,emperor
916,los
917,formation
918,declared
919,7
920,ethnic
921,arts
922,democratic
923,network
924,create
925,allow
926,give
927,records
928,25
929,property
930,uses
931,method
932,paper
933,adopted
934,greatest
935,williams
936,efforts
937,supported
938,prior
939,additional
940,computer
941,big
942,potential
943,2001
944,folk
945,examples
946,activity
947,placed
948,11
949,artists
950,operation
951,failed
952,wife
953,decided
954,difficult
955,officially
956,turned
957,clear
958,freedom
959,changed
960,course
961,appear
962,opened
963,residents
964,via
965,industrial
966,authority
967,basis
968,novel
969,letters
970,musical
971,function
972,weapons
973,signed
974,completed
975,robert
976,origin
977,read
978,lakes
979,latter
980,planet
981,basic
982,sense
983,flag
984,irish
985,taking
986,ended
987,letter
988,la
989,existence
990,love
991,pope
992,plants
993,soldiers
994,resulting
995,campaign
996,previously
997,powers
998,humans
999,suggested
1000,washington
1001,worked
1002,growing
1003,release
1004,security
1005,occur
1006,points
1007,knowledge
1008,communist
1009,initially
1010,consists
1011,media
1012,regional
1013,downtown
1014,administration
1015,upper
1016,true
1017,problem
1018,loss
1019,california
1020,composed
1021,accepted
1022,houses
1023,organization
1024,shown
1025,medical
1026,poor
1027,claim
1028,18
1029,appointed
1030,leaders
1031,continue
1032,relationship
1033,railway
1034,techniques
1035,response
1036,spread
1037,methods
1038,exist
1039,players
1040,invasion
1041,thomas
1042,professional
1043,contemporary
1044,mississippi
1045,issue
1046,hours
1047,8
1048,represented
1049,cape
1050,actually
1051,fall
1052,decision
1053,older
1054,notably
1055,13
1056,ability
1057,engine
1058,films
1059,distance
1060,governor
1061,frequently
1062,believe
1063,necessary
1064,added
1065,global
1066,thousands
1067,article
1068,damage
1069,israel
1070,done
1071,joined
1072,presence
1073,units
1074,access
1075,poetry
1076,bay
1077,?
1078,observed
1079,financial
1080,detroit
1081,critics
1082,defeated
1083,date
1084,concept
1085,code
1086,department
1087,risk
1088,jewish
1089,committee
1090,fleet
1091,products
1092,dead
1093,board
1094,except
1095,compared
1096,columbus
1097,angeles
1098,go
1099,surrounding
1100,supply
1101,vote
1102,ship
1103,fuel
1104,institute
1105,valley
1106,programs
1107,eight
1108,hold
1109,combined
1110,ireland
1111,responsible
1112,elections
1113,decades
1114,training
1115,arabic
1116,resulted
1117,victory
1118,magazine
1119,mission
1120,defined
1121,report
1122,here
1123,club
1124,text
1125,attacks
1126,paris
1127,carried
1128,occurred
1129,organisms
1130,powerful
1131,operations
1132,get
1133,parks
1134,reason
1135,importance
1136,degree
1137,extensive
1138,places
1139,announced
1140,metropolitan
1141,expected
1142,hydrogen
1143,opposed
1144,1960s
1145,50
1146,¢Xc
1147,soul
1148,armed
1149,universe
1150,distinct
1151,claims
1152,recognized
1153,poland
1154,1999
1155,feet
1156,structures
1157,australian
1158,appears
1159,weeks
1160,dance
1161,mountain
1162,intended
1163,brain
1164,helped
1165,animal
1166,becoming
1167,length
1168,winter
1169,section
1170,michigan
1171,supreme
1172,parties
1173,income
1174,sports
1175,machine
1176,simple
1177,account
1178,14
1179,c
1180,lived
1181,rome
1182,serve
1183,egypt
1184,suffered
1185,creation
1186,needed
1187,figures
1188,unlike
1189,destroyed
1190,heart
1191,scholars
1192,b
1193,inside
1194,citizens
1195,germans
1196,fourth
1197,saint
1198,image
1199,causes
1200,40
1201,increasingly
1202,1970s
1203,moving
1204,deep
1205,census
1206,colonial
1207,bacteria
1208,liberal
1209,finland
1210,weather
1211,atlantic
1212,effort
1213,shows
1214,female
1215,cost
1216,beyond
1217,duke
1218,storm
1219,appearance
1220,keep
1221,iraq
1222,nearby
1223,assembly
1224,attempted
1225,command
1226,issues
1227,analysis
1228,internal
1229,advanced
1230,fighting
1231,initial
1232,agreement
1233,earliest
1234,critical
1235,multiple
1236,police
1237,start
1238,instance
1239,plays
1240,commission
1241,justice
1242,unique
1243,makes
1244,grew
1245,rivers
1246,provides
1247,institutions
1248,resources
1249,gained
1250,toward
1251,opposition
1252,playing
1253,scotland
1254,attempts
1255,annual
1256,agricultural
1257,married
1258,temperatures
1259,richard
1260,derived
1261,9
1262,districts
1263,reduced
1264,stone
1265,quality
1266,reach
1267,communities
1268,debate
1269,tax
1270,salt
1271,napoleon
1272,workers
1273,inner
1274,carolina
1275,dynasty
1276,say
1277,netherlands
1278,tour
1279,16
1280,travel
1281,orbit
1282,mind
1283,identified
1284,cold
1285,captured
1286,speaker
1287,completely
1288,situation
1289,ways
1290,press
1291,plant
1292,factors
1293,24
1294,falls
1295,approach
1296,festival
1297,deal
1298,cache
1299,turkish
1300,me
1301,arrived
1302,towns
1303,sold
1304,flow
1305,runs
1306,asked
1307,hungarian
1308,protein
1309,lincoln
1310,spent
1311,symptoms
1312,develop
1313,remaining
1314,1980s
1315,solar
1316,object
1317,styles
1318,unit
1319,depression
1320,hall
1321,relations
1322,scientists
1323,regarded
1324,executive
1325,flight
1326,ordered
1327,applied
1328,note
1329,award
1330,spoken
1331,fish
1332,rules
1333,politics
1334,hungary
1335,captain
1336,motion
1337,mayor
1338,theories
1339,iii
1340,officers
1341,impact
1342,fully
1343,effective
1344,link
1345,17
1346,ad
1347,relative
1348,immediately
1349,plans
1350,differences
1351,fields
1352,minor
1353,activities
1354,news
1355,literary
1356,discovery
1357,director
1358,nine
1359,agreed
1360,core
1361,marked
1362,arab
1363,marx
1364,contain
1365,quite
1366,extremely
1367,chemical
1368,physics
1369,wars
1370,views
1371,attention
1372,rail
1373,brother
1374,aid
1375,bridge
1376,rich
1377,domestic
1378,dark
1379,contrast
1380,shakespeare
1381,match
1382,cats
1383,prevent
1384,ali
1385,islamic
1386,jews
1387,moral
1388,roughly
1389,blue
1390,subsequent
1391,settlement
1392,wall
1393,cover
1394,1991
1395,ice
1396,feature
1397,test
1398,offered
1399,takes
1400,represent
1401,governments
1402,hot
1403,heavily
1404,village
1405,massive
1406,bus
1407,allows
1408,mathematics
1409,giving
1410,inhabitants
1411,granted
1412,leeds
1413,ruth
1414,determined
1415,things
1416,child
1417,secondary
1418,notes
1419,question
1420,exchange
1421,1990s
1422,oldest
1423,speech
1424,featured
1425,joseph
1426,worldwide
1427,|
1428,route
1429,enemy
1430,genetic
1431,scene
1432,birth
1433,francisco
1434,transportation
1435,senate
1436,waters
1437,tanks
1438,americans
1439,agriculture
1440,hurricane
1441,call
1442,significantly
1443,affected
1444,wanted
1445,bodies
1446,closely
1447,taiwan
1448,functions
1449,entered
1450,leaving
1451,caesar
1452,cultures
1453,sites
1454,purpose
1455,allowing
1456,ft
1457,fell
1458,prize
1459,belt
1460,tribes
1461,republican
1462,materials
1463,movie
1464,figure
1465,patients
1466,dna
1467,planets
1468,observations
1469,entirely
1470,planned
1471,louis
1472,focus
1473,mexico
1474,refer
1475,genes
1476,cancer
1477,memory
1478,traditions
1479,imperial
1480,overall
1481,serious
1482,21
1483,ago
1484,proteins
1485,populations
1486,patel
1487,green
1488,rapidly
1489,rare
1490,naval
1491,woman
1492,staff
1493,settled
1494,software
1495,insulin
1496,economics
1497,combination
1498,heat
1499,acts
1500,23
1501,extended
1502,administrative
1503,electric
1504,¢Xf
1505,product
1506,rates
1507,occurs
1508,architecture
1509,defense
1510,academy
1511,proved
1512,strength
1513,starting
1514,sector
1515,tesla
1516,kept
1517,26
1518,x
1519,normal
1520,metal
1521,daily
1522,issued
1523,muslim
1524,brazil
1525,round
1526,stewart
1527,color
1528,shape
1529,arms
1530,peninsula
1531,marriage
1532,painting
1533,easily
1534,popularity
1535,fight
1536,atlanta
1537,stations
1538,hundred
1539,palace
1540,shanghai
1541,meant
1542,scale
1543,controlled
1544,resistance
1545,positions
1546,inspired
1547,typical
1548,greatly
1549,page
1550,traffic
1551,headquarters
1552,lies
1553,regular
1554,launched
1555,foundation
1556,projects
1557,virginia
1558,wine
1559,galaxies
1560,respectively
1561,islam
1562,environment
1563,jefferson
1564,peoples
1565,consider
1566,subsequently
1567,showed
1568,occupied
1569,defeat
1570,22
1571,constructed
1572,maintain
1573,told
1574,equipment
1575,cleveland
1576,author
1577,formal
1578,contained
1579,hard
1580,allied
1581,causing
1582,prince
1583,daughter
1584,dinosaurs
1585,gulf
1586,alphabet
1587,shortly
1588,families
1589,rapid
1590,models
1591,proper
1592,queen
1593,cut
1594,indigenous
1595,berlin
1596,baltimore
1597,18th
1598,facilities
1599,kind
1600,refers
1601,policies
1602,leadership
1603,wind
1604,meeting
1605,refused
1606,sir
1607,coalition
1608,renaissance
1609,failure
1610,running
1611,asian
1612,st
1613,mao
1614,sleep
1615,pattern
1616,demand
1617,atmosphere
1618,mark
1619,equal
1620,cat
1621,ottoman
1622,egyptian
1623,hamlet
1624,positive
1625,rejected
1626,tried
1627,birds
1628,understanding
1629,developing
1630,uk
1631,zealand
1632,indeed
1633,build
1634,iron
1635,friend
1636,liverpool
1637,toronto
1638,territories
1639,formerly
1640,siege
1641,writers
1642,containing
1643,depending
1644,widespread
1645,expressed
1646,forest
1647,authorities
1648,nor
1649,connected
1650,comes
1651,sought
1652,recording
1653,submarine
1654,charter
1655,ruled
1656,actions
1657,achieved
1658,organized
1659,winds
1660,historically
1661,universities
1662,expansion
1663,mental
1664,portugal
1665,presented
1666,creating
1667,secretary
1668,care
1669,hill
1670,reading
1671,telescope
1672,alone
1673,ball
1674,hawaii
1675,awarded
1676,zone
1677,cross
1678,saying
1679,moon
1680,27
1681,possibly
1682,script
1683,philosophical
1684,texts
1685,reasons
1686,slightly
1687,c.
1688,receive
1689,alternative
1690,lives
1691,felt
1692,pluto
1693,vast
1694,branch
1695,conference
1696,comet
1697,ranked
1698,presidential
1699,courts
1700,sister
1701,protection
1702,density
1703,severe
1704,mean
1705,historic
1706,contact
1707,snow
1708,combat
1709,baseball
1710,<
1711,gene
1712,2008
1713,minutes
1714,convention
1715,historians
1716,continues
1717,continental
1718,vehicles
1719,tank
1720,saudi
1721,propaganda
1722,societies
1723,video
1724,camps
1725,churchill
1726,thousand
1727,tend
1728,rural
1729,temple
1730,colony
1731,singles
1732,stop
1733,28
1734,going
1735,ages
1736,advantage
1737,describe
1738,friends
1739,>
1740,lung
1741,write
1742,legislative
1743,plate
1744,normally
1745,know
1746,periods
1747,removed
1748,suggests
1749,experienced
1750,scottish
1751,cathedral
1752,properties
1753,incorporated
1754,edition
1755,aspects
1756,allies
1757,labor
1758,von
1759,nevertheless
1760,e.g
1761,operating
1762,engines
1763,submarines
1764,kansas
1765,something
1766,reports
1767,images
1768,values
1769,share
1770,competition
1771,pieces
1772,somewhat
1773,warfare
1774,stages
1775,bands
1776,dominated
1777,brown
1778,criticism
1779,einstein
1780,behavior
1781,definition
1782,1950s
1783,strongly
1784,hands
1785,artist
1786,dublin
1787,1996
1788,estonia
1789,clusters
1790,negative
1791,articles
1792,sequence
1793,portion
1794,fought
1795,outer
1796,christianity
1797,introduction
1798,host
1799,plates
1800,erie
1801,authors
1802,sides
1803,deaths
1804,alexander
1805,considerable
1806,conservative
1807,wave
1808,price
1809,regarding
1810,teams
1811,provinces
1812,avoid
1813,closed
1814,jesus
1815,ultimately
1816,broke
1817,1998
1818,ring
1819,studied
1820,actual
